id,no_disposition,date_mutation,nature_mutation,valeur_fonciere,no_voie,type_de_voie,code_voie,voie,code_postal,commune,code_departement,code_commune,section,no_plan,premier_lot,nombre_de_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
796895,1,2020-05-18,Vente,327000,5,RUE,0900,PIERRE CURIE,77450,MONTRY,77,315,B,505,,0,1.0,Maison,94,4,S,479
796896,1,2020-05-18,Vente,15000,8,RUE,0160,JULIENNE,77440,VENDREST,77,490,E,62,,0,1.0,Maison,65,3,S,183
796897,1,2020-05-27,Vente,319000,14,ALL,0483,DES MARNIERES,77610,FONTENAY-TRESIGNY,77,192,AB,129,,0,1.0,Maison,108,6,S,630
796898,1,2020-05-20,Vente,158900,5,RUE,0190,DESNOYERS,77120,COULOMMIERS,77,131,AW,125,,0,1.0,Maison,44,3,S,53
796899,1,2020-05-25,Vente,228500,40,RTE,0280,DU GRAND MORIN,77515,CELLE-SUR-MORIN (LA),77,63,B,1841,,0,1.0,Maison,74,3,AG,749
796900,1,2020-05-25,Vente,228500,40,RTE,0280,DU GRAND MORIN,77515,CELLE-SUR-MORIN (LA),77,63,B,1841,,0,1.0,Maison,74,3,S,250
796901,1,2020-05-19,Vente,278000,13,RUE,1040,DE TOURAINE,77450,MONTRY,77,315,C,502,,0,1.0,Maison,81,5,S,455
796902,2,2020-05-20,Vente,302000,44,RUE,0540,DE VILLIERS,77580,VOULANGIS,77,529,E,835,,0,1.0,Maison,70,4,VE,357
796903,1,2020-05-22,Vente,314000,5,SEN,0147,DU CHAMP HAZARD,77120,COULOMMIERS,77,131,BM,152,,0,1.0,Maison,110,5,S,250
796904,1,2020-05-22,Vente,314000,5,SEN,0147,DU CHAMP HAZARD,77120,COULOMMIERS,77,131,BM,152,,0,1.0,Maison,110,5,AG,650
796905,1,2020-05-22,Vente,314000,5,SEN,0147,DU CHAMP HAZARD,77120,COULOMMIERS,77,131,BM,152,,0,3.0,D̩pendance,0,0,AG,650
796906,1,2020-05-22,Vente,314000,5,SEN,0147,DU CHAMP HAZARD,77120,COULOMMIERS,77,131,BM,152,,0,3.0,D̩pendance,0,0,S,250
796907,1,2020-05-19,Vente,199000,23,RUE,0108,DU GD MORIN,77163,TIGEAUX,77,466,B,311,,0,1.0,Maison,85,4,S,65
796908,1,2020-05-22,Vente,55000,1072,AV,0633,DU GENERAL DE GAULLE,77120,MOUROUX,77,320,AB,313,19.0,1,3.0,D̩pendance,0,0,,
796909,1,2020-05-22,Vente,55000,1072,AV,0633,DU GENERAL DE GAULLE,77120,MOUROUX,77,320,AB,313,8.0,1,2.0,Appartement,22,1,,
796910,1,2020-05-22,Vente,55000,1072,AV,0633,DU GENERAL DE GAULLE,77120,MOUROUX,77,320,AB,313,22.0,1,3.0,D̩pendance,0,0,,
796911,1,2020-05-26,Vente,229000,8,RUE,1020,DU TORCHON,77640,JOUARRE,77,238,AM,138,,0,1.0,Maison,95,5,J,862
796912,1,2020-05-26,Vente,229000,8,RUE,1020,DU TORCHON,77640,JOUARRE,77,238,AM,138,,0,1.0,Maison,95,5,S,500
796913,1,2020-05-19,Vente,345000,9,RUE,0885,DE LA SENTE AUX LOUPS,77120,COULOMMIERS,77,131,AM,214,,0,1.0,Maison,118,6,AG,744
796914,1,2020-05-19,Vente,345000,9,RUE,0885,DE LA SENTE AUX LOUPS,77120,COULOMMIERS,77,131,AM,214,,0,1.0,Maison,118,6,S,458
796915,1,2020-04-05,Vente,259575,117,RUE,0052,DES CHARMILLES,77610,HOUSSAYE-EN-BRIE (LA),77,229,C,818,4.0,1,1.0,Maison,85,4,,
796916,1,2020-05-18,Vente,485000,9001,CHE,0220,DE LA CELLE,77580,COUTEVROULT,77,141,XR,96,,0,1.0,Maison,100,3,S,5000
796917,1,2020-05-18,Vente,485000,9001,CHE,0220,DE LA CELLE,77580,COUTEVROULT,77,141,XR,96,,0,1.0,Maison,80,2,S,5000
796918,1,2020-05-18,Vente,485000,9001,CHE,0220,DE LA CELLE,77580,COUTEVROULT,77,141,XR,96,,0,3.0,D̩pendance,0,0,S,5000
796919,1,2020-05-18,Vente,485000,9001,CHE,0220,DE LA CELLE,77580,COUTEVROULT,77,141,XR,96,,0,1.0,Maison,80,2,BS,1033
796920,1,2020-05-18,Vente,485000,9001,CHE,0220,DE LA CELLE,77580,COUTEVROULT,77,141,XR,96,,0,3.0,D̩pendance,0,0,BS,1033
796921,1,2020-05-18,Vente,485000,9001,CHE,0220,DE LA CELLE,77580,COUTEVROULT,77,141,XR,96,,0,1.0,Maison,100,3,BS,1033
796922,1,2020-05-13,Vente,305000,18,RUE,0840,PAUL DOUMER,77450,MONTRY,77,315,A,903,,0,1.0,Maison,90,4,S,659
796923,1,2020-05-15,Vente,189000,18,RUE,0040,ALEXANDRE BOUCHE,77138,LUZANCY,77,265,A,385,,0,1.0,Maison,107,5,S,1068
796924,1,2020-05-15,Vente,196000,32,RUE,0205,DU DOCTEUR RENE ARBELTIER,77120,COULOMMIERS,77,131,AW,20,,0,4.0,Local industriel. commercial ou assimil̩,28,0,S,37
796925,1,2020-05-15,Vente,196000,32,RUE,0205,DU DOCTEUR RENE ARBELTIER,77120,COULOMMIERS,77,131,AW,20,,0,2.0,Appartement,26,1,S,37
796926,1,2020-05-15,Vente,196000,32,RUE,0205,DU DOCTEUR RENE ARBELTIER,77120,COULOMMIERS,77,131,AW,20,,0,2.0,Appartement,24,1,S,37
796927,1,2020-05-20,Vente,280000,11,CHE,0742,DU PRESSOIR A CIDRE,77860,SAINT-GERMAIN-SUR-MORIN,77,413,ZB,271,,0,1.0,Maison,80,4,S,254
796928,1,2020-05-20,Vente,462500,3,ALL,1390,DES OEILLETS,77450,ESBLY,77,171,H,107,,0,1.0,Maison,112,4,S,500
796929,1,2020-05-20,Vente,462500,3,ALL,1390,DES OEILLETS,77450,ESBLY,77,171,H,107,,0,1.0,Maison,112,4,J,415
796930,1,2020-12-05,Vente,184400,24,RUE,0090,DU HUIT MAI 1945,77260,REUIL-EN-BRIE,77,388,A,662,,0,1.0,Maison,68,3,S,36
796931,1,2020-12-05,Vente,184400,24,RUE,0090,DU HUIT MAI 1945,77260,REUIL-EN-BRIE,77,388,A,662,,0,1.0,Maison,68,3,AG,1724
796932,1,2020-05-14,Vente,135000,10,AV,0135,DE CHALONS,77640,JOUARRE,77,238,AK,21,,0,1.0,Maison,60,4,S,515
796933,1,2020-05-20,Vente,214000,25,RUE,1240,DES LOGES,77450,ESBLY,77,171,B,228,,0,1.0,Maison,69,4,S,339
796934,1,2020-05-20,Vente,240000,6,RUE,0420,DES ECOLES,77515,POMMEUSE,77,371,C,2259,,0,1.0,Maison,151,6,S,316
796935,1,2020-05-20,Vente,260000,44,RUE,0620,DE GRAVIN,77580,GUERARD,77,219,C,35,,0,1.0,Maison,70,3,S,209
796936,1,2020-05-14,Vente,153000,7,RUE,0320,JEAN MOULIN,77510,REBAIS,77,385,AD,33,,0,1.0,Maison,65,4,S,388
796937,1,2020-05-28,Vente,150000,3,RUE,0460,HENNEQUIN,77640,JOUARRE,77,238,AD,203,,0,1.0,Maison,60,4,S,47
796938,1,2020-05-26,Vente,223000,9001,RUE,0220,ANC RUE DE COULOMMIERS,77640,JOUARRE,77,238,ZI,166,,0,1.0,Maison,113,5,J,475
796939,1,2020-05-26,Vente,223000,9001,RUE,0220,ANC RUE DE COULOMMIERS,77640,JOUARRE,77,238,ZI,166,,0,1.0,Maison,113,5,S,500
796940,1,2020-05-27,Vente,370000,1,RUE,0067,DES CEPAGES,77440,ARMENTIERES-EN-BRIE,77,8,ZC,256,,0,1.0,Maison,133,3,AG,525
796941,1,2020-05-27,Vente,370000,1,RUE,0067,DES CEPAGES,77440,ARMENTIERES-EN-BRIE,77,8,ZC,256,,0,1.0,Maison,133,3,S,500
796942,1,2020-05-22,Vente,225000,1,RUE,0400,DES ECLUSES,77515,POMMEUSE,77,371,C,1532,,0,1.0,Maison,130,3,S,803
796943,1,2020-05-06,Vente,285000,13,ALL,0157,DES TROIS CHENES,77540,COURPALAY,77,135,AA,109,,0,1.0,Maison,118,5,S,818
796944,1,2020-05-26,Vente,269000,8,CHE,0245,DU MARTRAY,77139,ETREPILLY,77,173,B,1115,,0,1.0,Maison,99,6,S,496
796945,1,2020-02-25,Vente,590000,40,RUE,0220,LAFAYETTE,77610,FONTENAY-TRESIGNY,77,192,AB,621,,0,1.0,Maison,86,5,,
796946,1,2020-02-06,Vente,87000,2,RUE,0140,DU CANAL,77440,LIZY-SUR-OURCQ,77,257,AI,352,51.0,1,3.0,D̩pendance,0,0,,
796947,1,2020-02-06,Vente,87000,2,RUE,0140,DU CANAL,77440,LIZY-SUR-OURCQ,77,257,AI,352,139.0,2,2.0,Appartement,35,2,,
796948,1,2020-03-06,Vente,199000,6,COUR,0260,DE LA CHAUMIERE,77840,CROUY-SUR-OURCQ,77,148,AI,264,,0,1.0,Maison,75,3,S,62
796949,1,2020-05-29,Vente,185000,8,RUE,0085,DE LA GARE,77320,CHOISY-EN-BRIE,77,116,AD,526,,0,1.0,Maison,140,6,S,500
796950,1,2020-05-19,Vente,202000,35,RUE,0660,DE SPEUSE,77169,BOISSY-LE-CHATEL,77,42,AC,89,1.0,7,1.0,Maison,124,5,,
796951,1,2020-11-05,Vente,180000,29,RUE,0110,DE CHAMIGNY,77260,LA FERTE SOUS JOUARRE,77,183,AN,395,,0,1.0,Maison,58,4,AG,246
796952,1,2020-11-05,Vente,180000,29,RUE,0110,DE CHAMIGNY,77260,LA FERTE SOUS JOUARRE,77,183,AN,395,,0,1.0,Maison,58,4,S,500
796953,1,2020-02-06,Vente,368000,17,RUE,1120,DE MONTBARBIN,77580,CRECY LA CHAPELLE,77,142,AE,64,,0,1.0,Maison,51,2,S,585
796954,1,2020-05-26,Vente,190000,30,RUE,0300,SAINT PIERRE,77320,JOUY-SUR-MORIN,77,240,D,2157,,0,1.0,Maison,170,5,S,344
796955,1,2020-05-26,Vente,10000,12,RUE,0330,DU GENERAL LECLERC,77120,COULOMMIERS,77,131,AV,27,8.0,1,3.0,D̩pendance,0,0,,
796956,1,2020-05-26,Vente,282000,21,RUE,0165,DANIEL TOURNEUR,77120,COULOMMIERS,77,131,AS,327,,0,1.0,Maison,70,3,S,500
796957,1,2020-05-26,Vente,282000,21,RUE,0165,DANIEL TOURNEUR,77120,COULOMMIERS,77,131,AS,327,,0,1.0,Maison,70,3,AG,281
796958,1,2020-05-28,Vente,238000,8,RUE,0365,GUY MOQUET,77120,COULOMMIERS,77,131,AT,167,120.0,1,3.0,D̩pendance,0,0,,
796959,1,2020-05-28,Vente,238000,8,RUE,0365,GUY MOQUET,77120,COULOMMIERS,77,131,AT,167,121.0,1,3.0,D̩pendance,0,0,,
796960,1,2020-05-28,Vente,238000,8,RUE,0365,GUY MOQUET,77120,COULOMMIERS,77,131,AT,167,151.0,1,2.0,Appartement,75,4,,
796961,1,2020-05-28,Vente,110000,33,RUE,0180,DE CHAMPAUGER,77169,BOISSY-LE-CHATEL,77,42,AO,174,,0,1.0,Maison,100,3,S,122
796962,1,2020-05-28,Vente,238000,40,AV,0205,CHARLES DE GAULLE,77169,BOISSY-LE-CHATEL,77,42,AO,362,,0,1.0,Maison,117,5,S,250
796963,1,2020-05-28,Vente,238000,40,AV,0205,CHARLES DE GAULLE,77169,BOISSY-LE-CHATEL,77,42,AO,362,,0,1.0,Maison,117,5,AG,470
796964,1,2020-05-30,Vente,80000,60,RUE,0087,DU PLESSIER HAMEAU POIVREC,77320,ST REMY DE LA VANNE,77,432,AN,160,,0,1.0,Maison,40,2,S,315
796965,1,2020-05-26,Vente,69000,5288,RUE,0580,DES GRANDES VIGNES,77580,GUERARD,77,219,B,536,,0,3.0,D̩pendance,0,0,S,87
796966,1,2020-05-06,Vente,304000,26,RUE,0600,PASTEUR,77860,QUINCY-VOISINS,77,382,BD,301,,0,1.0,Maison,110,5,S,320
796967,1,2020-06-06,Vente,482700,1,RUE,0165,DES FLAMBRIS,77470,BOUTIGNY,77,49,ZE,78,,0,1.0,Maison,186,8,S,500
796968,1,2020-06-06,Vente,482700,1,RUE,0165,DES FLAMBRIS,77470,BOUTIGNY,77,49,ZE,78,,0,1.0,Maison,186,8,AG,383
796969,1,2020-03-06,Vente,276090,41,RUE,0215,COLETTE,77860,QUINCY-VOISINS,77,382,YC,78,,0,1.0,Maison,88,4,S,528
796970,1,2020-01-06,Vente,189500,7,RUE,0070,DE PIERRELEVEE,77120,GIREMOUTIERS,77,206,B,139,,0,1.0,Maison,75,4,S,286
796971,1,2020-02-06,Vente,115000,8,AV,0680,FOCH,77450,ESBLY,77,171,F,386,15.0,1,2.0,Appartement,28,1,,
796972,1,2020-05-22,Vente,105000,5,RUE,0500,DE JUSSIEU,77640,JOUARRE,77,238,AH,275,4.0,1,2.0,Appartement,66,4,,
796973,1,2020-05-18,Vente,530000,12,RUE,0020,DE L ABREUVOIR,77580,COULOMMES,77,130,C,23,,0,1.0,Maison,127,3,S,850
796974,1,2020-03-06,Vente,130000,1,IMP,1185,DU CHAMP PERSON,77580,CRECY LA CHAPELLE,77,142,AI,221,74.0,1,3.0,D̩pendance,0,0,,
796975,1,2020-03-06,Vente,130000,1,IMP,1185,DU CHAMP PERSON,77580,CRECY LA CHAPELLE,77,142,AI,221,5.0,1,2.0,Appartement,28,1,,
796976,1,2020-05-06,Vente,28000,5,COUR,0090,BONHOMME,77840,CROUY-SUR-OURCQ,77,148,AI,164,,0,1.0,Maison,52,3,S,34
796977,1,2020-05-27,Vente,328500,240,RUE,0800,DU PETIT PONT,77860,COUILLY-PONT-AUX-DAMES,77,128,AE,148,,0,1.0,Maison,119,5,S,500
796978,1,2020-05-27,Vente,328500,240,RUE,0800,DU PETIT PONT,77860,COUILLY-PONT-AUX-DAMES,77,128,AE,148,,0,1.0,Maison,119,5,J,439
796979,1,2020-05-29,Vente,94000,13,RUE,0120,BERTHELOT,77320,FERTE-GAUCHER (LA),77,182,E,86,,0,1.0,Maison,82,3,S,100
796980,1,2020-05-15,Vente,210500,12,RUE,0970,DE VARENNES,77120,COULOMMIERS,77,131,AR,45,,0,1.0,Maison,89,5,S,507
796981,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,3.0,D̩pendance,0,0,S,250
796982,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,2.0,Appartement,87,3,S,250
796983,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,2.0,Appartement,87,3,S,250
796984,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,2.0,Appartement,87,3,AG,1100
796985,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,2.0,Appartement,87,3,AG,1100
796986,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,2.0,Appartement,87,3,AG,1100
796987,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,2.0,Appartement,87,3,S,250
796988,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,3.0,D̩pendance,0,0,AG,1100
796989,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,3.0,D̩pendance,0,0,S,250
796990,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,3.0,D̩pendance,0,0,AG,1100
796991,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,3.0,D̩pendance,0,0,S,250
796992,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,2.0,Appartement,87,3,S,250
796993,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,3.0,D̩pendance,0,0,AG,1100
796994,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,3.0,D̩pendance,0,0,S,250
796995,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,3.0,D̩pendance,0,0,AG,1100
796996,1,2020-05-06,Vente,351900,5221,RUE,0050,DU PUITS,77320,SAINT-MARTIN-DES-CHAMPS,77,423,XA,41,,0,2.0,Appartement,87,3,AG,1100
796997,1,2020-09-06,Vente,158000,7,RUE,0120,DU PRESSOIR,77540,COURPALAY,77,135,AB,132,4.0,1,3.0,D̩pendance,0,0,,
796998,1,2020-09-06,Vente,158000,7,RUE,0120,DU PRESSOIR,77540,COURPALAY,77,135,AB,132,2.0,1,1.0,Maison,53,2,,
796999,1,2020-09-06,Vente,158000,7,RUE,0120,DU PRESSOIR,77540,COURPALAY,77,135,AB,132,5.0,1,3.0,D̩pendance,0,0,,
797000,1,2020-06-06,Vente,135000,14,RUE,1160,NATIONALE,77580,CRECY LA CHAPELLE,77,142,AI,82,5.0,1,2.0,Appartement,31,3,,
797001,1,2020-05-26,Vente,142000,22,RUE,0193,DU HUIT MAI 1945,77163,MORTCERF,77,318,ZA,62,26.0,1,3.0,D̩pendance,0,0,,
797002,1,2020-05-26,Vente,142000,22,RUE,0193,DU HUIT MAI 1945,77163,MORTCERF,77,318,ZA,62,27.0,1,3.0,D̩pendance,0,0,,
797003,1,2020-05-26,Vente,142000,22,RUE,0193,DU HUIT MAI 1945,77163,MORTCERF,77,318,ZA,62,4.0,1,2.0,Appartement,69,3,,
797004,1,2020-05-06,Vente,350100,34,CHE,0100,BLANC,77580,VILLIERS-SUR-MORIN,77,521,AC,109,,0,1.0,Maison,164,9,J,394
797005,1,2020-05-06,Vente,350100,34,CHE,0100,BLANC,77580,VILLIERS-SUR-MORIN,77,521,AC,109,,0,1.0,Maison,164,9,S,500
797006,1,2020-06-06,Vente,357000,6,RUE,0480,PASTEUR,77174,VILLENEUVE-LE-COMTE,77,508,A,1016,,0,1.0,Maison,79,4,S,109
797007,1,2020-05-28,Vente,145000,9,RUE,0160,DU PONT,77139,MARCILLY,77,274,A,293,21.0,1,2.0,Appartement,59,3,,
797008,1,2020-05-28,Vente,145000,9,RUE,0160,DU PONT,77139,MARCILLY,77,274,A,293,87.0,1,3.0,D̩pendance,0,0,,
797009,1,2020-05-28,Vente,145000,9,RUE,0160,DU PONT,77139,MARCILLY,77,274,A,293,75.0,1,3.0,D̩pendance,0,0,,
797010,1,2020-05-22,Vente,669000,3,RLE,0382,ISAAC,77580,VILLIERS-SUR-MORIN,77,521,AI,454,,0,1.0,Maison,156,5,S,500
797011,1,2020-05-22,Vente,669000,3,RLE,0382,ISAAC,77580,VILLIERS-SUR-MORIN,77,521,AI,454,,0,1.0,Maison,156,5,AG,239
797012,1,2020-05-28,Vente,159000,60,RUE,0330,DU GENERAL LECLERC,77120,COULOMMIERS,77,131,AR,59,101.0,2,2.0,Appartement,68,3,,
797013,1,2020-05-28,Vente,159000,58,RUE,0330,DU GENERAL LECLERC,77120,COULOMMIERS,77,131,AR,59,220.0,1,3.0,D̩pendance,0,0,,
797014,1,2020-05-28,Vente,262000,80,RUE,0920,DES MARES,77120,MOUROUX,77,320,ZI,213,,0,1.0,Maison,95,5,S,537
797015,1,2020-05-28,Vente,299000,90,RUE,0240,DE COULOMMES,77860,QUINCY-VOISINS,77,382,AI,550,,0,1.0,Maison,79,4,S,227
797016,1,2020-05-29,Vente,239000,5,RUE,0640,DE LA PIERRE,77640,JOUARRE,77,238,AE,133,,0,1.0,Maison,93,5,S,303
797017,1,2020-05-25,Vente,207000,58,RUE,0180,DE CHAMPAUGER,77169,BOISSY-LE-CHATEL,77,42,AO,79,,0,1.0,Maison,130,5,S,102
797018,1,2020-05-26,Vente,205000,23,RUE,0096,DES PETITS CLOZEAUX,77540,COURPALAY,77,135,AE,108,,0,1.0,Maison,68,3,S,535
797019,1,2020-09-06,Vente,227000,1,RUE,0080,A L EAU,77440,VENDREST,77,490,E,816,,0,1.0,Maison,109,5,S,622
797020,1,2020-05-28,Vente,694700,240,RUE,0160,DE LA BUTTE,77120,MOUROUX,77,320,ZM,647,,0,1.0,Maison,275,11,AG,4158
797021,1,2020-05-28,Vente,694700,240,RUE,0160,DE LA BUTTE,77120,MOUROUX,77,320,ZM,647,,0,3.0,D̩pendance,0,0,S,500
797022,1,2020-05-28,Vente,694700,240,RUE,0160,DE LA BUTTE,77120,MOUROUX,77,320,ZM,647,,0,3.0,D̩pendance,0,0,AG,4158
797023,1,2020-05-28,Vente,694700,240,RUE,0160,DE LA BUTTE,77120,MOUROUX,77,320,ZM,647,,0,1.0,Maison,275,11,S,500
797024,1,2020-09-06,Vente,336000,32,RUE,0369,HENRI DUNANT,77320,FERTE-GAUCHER (LA),77,182,E,1252,,0,1.0,Maison,261,4,AG,1552
797025,1,2020-09-06,Vente,336000,32,RUE,0369,HENRI DUNANT,77320,FERTE-GAUCHER (LA),77,182,E,1252,,0,1.0,Maison,261,4,S,1000
797026,1,2020-05-06,Vente,236000,12,RUE,0040,DU BOIS L HUILLIER,77169,BOISSY-LE-CHATEL,77,42,AK,170,,0,1.0,Maison,107,5,S,500
797027,1,2020-05-06,Vente,236000,12,RUE,0040,DU BOIS L HUILLIER,77169,BOISSY-LE-CHATEL,77,42,AK,170,,0,1.0,Maison,107,5,AG,832
797028,1,2020-08-06,Vente,245000,6,RUE,0120,CECILE DUMEZ,77640,JOUARRE,77,238,AD,623,,0,1.0,Maison,73,5,AG,66
797029,1,2020-08-06,Vente,245000,6,RUE,0120,CECILE DUMEZ,77640,JOUARRE,77,238,AD,623,,0,1.0,Maison,73,5,S,500
797030,1,2020-05-15,Vente,165000,7,RUE,0140,DE LA BROSSE,77580,GUERARD,77,219,E,1803,,0,1.0,Maison,72,4,S,170
797031,1,2020-06-06,Vente,180000,24,RUE,0137,DE LA CHAPELLE,77470,BOUTIGNY,77,49,D,1677,,0,1.0,Maison,120,6,S,42
797032,1,2020-05-14,Vente,268000,54,COUR,0019,DES BOISSEAUX,77120,CHAILLY-EN-BRIE,77,70,C,1283,,0,1.0,Maison,130,5,AG,437
797033,1,2020-05-14,Vente,268000,54,COUR,0019,DES BOISSEAUX,77120,CHAILLY-EN-BRIE,77,70,C,1283,,0,1.0,Maison,130,5,J,15
797034,1,2020-05-14,Vente,268000,54,COUR,0019,DES BOISSEAUX,77120,CHAILLY-EN-BRIE,77,70,C,1283,,0,1.0,Maison,130,5,S,85
797035,1,2020-05-27,Vente,430000,197,CHE,0264,DE LA VILLEBERTIN,77610,HOUSSAYE-EN-BRIE (LA),77,229,C,282,,0,1.0,Maison,103,3,AG,776
797036,1,2020-05-27,Vente,430000,197,CHE,0264,DE LA VILLEBERTIN,77610,HOUSSAYE-EN-BRIE (LA),77,229,C,282,,0,1.0,Maison,103,3,S,233
797037,1,2020-05-27,Vente,322000,6,RUE,0004,DES ANTES,77540,LUMIGNY NESLES ORMEAUX,77,264,B,645,,0,1.0,Maison,143,6,AG,200
797038,1,2020-05-27,Vente,322000,6,RUE,0004,DES ANTES,77540,LUMIGNY NESLES ORMEAUX,77,264,B,645,,0,1.0,Maison,143,6,S,500
797039,1,2020-05-20,Vente,165000,26,RUE,0200,DU MONCEY,77660,CHANGIS-SUR-MARNE,77,84,A,1765,,0,1.0,Maison,75,4,S,77
797040,1,2020-02-06,Vente,40000,9,RUE,0180,DUTARD,77440,MARY-SUR-MARNE,77,280,A,310,2.0,1,2.0,Appartement,41,2,,
797041,1,2020-02-06,Vente,40000,9,RUE,0180,DUTARD,77440,MARY-SUR-MARNE,77,280,A,310,12.0,1,3.0,D̩pendance,0,0,,
797042,1,2020-04-06,Vente,450000,6,PL,0080,DE L EGLISE,77174,VILLENEUVE-LE-COMTE,77,508,A,962,,0,1.0,Maison,180,6,S,426
797043,1,2020-05-29,Vente,116666,32,SEN,0574,DES JARDINS,77860,COUILLY-PONT-AUX-DAMES,77,128,AD,404,,0,1.0,Maison,153,6,S,500
797044,1,2020-05-29,Vente,116666,32,SEN,0574,DES JARDINS,77860,COUILLY-PONT-AUX-DAMES,77,128,AD,404,,0,1.0,Maison,153,6,AG,300
797045,1,2020-05-06,Vente,220000,10,PL,0109,DES LILAS,77580,MAISONCELLES-EN-BRIE,77,270,B,342,,0,1.0,Maison,70,4,S,650
797046,1,2020-05-29,Vente,130000,29,AV,0340,DU GEN LECLERC,77730,SAACY-SUR-MARNE,77,397,A,23,,0,1.0,Maison,63,3,S,575
797047,1,2020-05-29,Vente,410000,70,RUE,0360,DE L ORME,77580,VOULANGIS,77,529,AB,111,,0,1.0,Maison,96,3,S,500
797048,1,2020-05-29,Vente,410000,70,RUE,0360,DE L ORME,77580,VOULANGIS,77,529,AB,111,,0,1.0,Maison,96,3,AG,237
797049,1,2020-10-06,Vente,284000,3,ALL,0111,DES POMMIERS,77610,MARLES-EN-BRIE,77,277,ZA,640,,0,1.0,Maison,99,4,S,470
797050,1,2020-05-22,Vente,105000,8,RUE,0600,PETIT HUET,77640,JOUARRE,77,238,AE,188,,0,4.0,Local industriel. commercial ou assimil̩,105,0,S,157
797051,1,2020-05-22,Vente,105000,8,RUE,0600,PETIT HUET,77640,JOUARRE,77,238,AE,188,,0,1.0,Maison,74,6,S,157
797052,1,2020-05-25,Vente,85000,13,RUE,0800,DU PONT,77640,JOUARRE,77,238,AK,402,,0,1.0,Maison,65,2,S,52
797053,1,2020-05-25,Vente,113000,18,BD,0381,DU HUIT MAI 1945,77260,LA FERTE SOUS JOUARRE,77,183,AN,384,202.0,1,3.0,D̩pendance,0,0,,
797054,1,2020-05-25,Vente,113000,18,BD,0381,DU HUIT MAI 1945,77260,LA FERTE SOUS JOUARRE,77,183,AN,384,163.0,2,2.0,Appartement,48,2,,
797055,1,2020-05-25,Vente,113000,18,BD,0381,DU HUIT MAI 1945,77260,LA FERTE SOUS JOUARRE,77,183,AN,384,133.0,1,3.0,D̩pendance,0,0,,
797056,1,2020-05-06,Vente,178000,3,RUE,0274,DES EGLANTINES,77640,JOUARRE,77,238,ZI,322,,0,1.0,Maison,79,4,S,500
797057,1,2020-05-06,Vente,178000,3,RUE,0274,DES EGLANTINES,77640,JOUARRE,77,238,ZI,322,,0,1.0,Maison,79,4,AG,142
797058,1,2020-05-06,Vente,132500,22,RUE,0420,CLAUDE FRAGER,77450,ESBLY,77,171,J,232,,0,1.0,Maison,130,5,S,520
797059,1,2020-12-06,Vente,147000,8,RUE,0120,DE LA TUILERIE,77320,SAINT-MARS-VIEUX-MAISONS,77,421,B,308,,0,1.0,Maison,69,4,VE,942
797060,1,2020-12-06,Vente,147000,8,RUE,0120,DE LA TUILERIE,77320,SAINT-MARS-VIEUX-MAISONS,77,421,B,308,,0,1.0,Maison,69,4,S,700
797061,1,2020-11-06,Vente,79000,9,RUE,0510,LE VALENTIN,77120,COULOMMIERS,77,131,AV,96,2.0,1,4.0,Local industriel. commercial ou assimil̩,104,0,,
